Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),C2H4(47),COX(50),CHOX(53),CO2X(24)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.305033530381265e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,-7.3603877015579919e-120,1.3121011970576524e-65,2.9700081068353381e-36,2.5573166443868476e-88,1.7977038144021227e-54,8.6970342216586639e-132,5.5646936881172801e-20,-6.5461683156833329e-106,5.5646936881172801e-20,2.5950091540525354e-72,6.0367045854242433e-72,5.7375654995875272e-112,6.6526921176547472e-113,2.0046095659699554e-52,1.2181790328137617e-85,3.0390311154049371e-18,8.9980309964363556e-20,3.6022135338777424e-22,9.0087835654417721e-38,3.3357997036290013e-37,3.6022135338091654e-22,3.4264686267661228e-33,7.111533343491494e-41,7.4321589998000104e-45,9.381816408443995e-76,3.317415879280308e-54,2.1456313331130594e-52,2.0222922204920449e-98,1.0104389815282182e-105,-6.7550349485538244e-108,-3.0147182239044872e-107
1.7654093885067544e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,1.3334482098738423e-117,2.935344154709125e-64,1.7938849008629564e-35,2.8259183915393022e-86,2.7166900233412778e-53,3.1381558937282848e-129,1.5581142326728387e-19,1.2637475226427962e-104,1.558114232672838e-19,7.3183410653042915e-71,1.898036509953391e-70,1.146973064294647e-109,1.3299122536439502e-110,2.3798724766972647e-51,6.3056455511561839e-84,8.5092871231338226e-18,2.5194486790021794e-19,1.0086197894968881e-21,5.4413052734712354e-37,2.0148230209898635e-36,1.0086197894554674e-21,2.0695870090689389e-32,8.4428122264075989e-40,8.8234985636152706e-44,5.7074418305205996e-74,3.9384361318309684e-53,2.5472935243081959e-51,1.904456986297318e-96,2.0199269097789904e-103,6.8363012153305964e-106,3.0509867126087218e-105
4.03522145944401e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996531,0.022821567693054285,5.6291059979436106e-115,5.7999454545839387e-63,8.6367836396933467e-35,2.5567025713129454e-84,2.9224911587694435e-52,1.1362620564372443e-126,3.5614039603950598e-19,1.3343839255800227e-102,3.5614039603950569e-19,1.5918990353287379e-69,4.2344150427666834e-69,2.0764973287369778e-107,2.4076931953432422e-108,2.3365729100255533e-50,2.7532916275119132e-82,1.9449799138591578e-17,5.7587398377192674e-19,2.3054166617595956e-21,2.6197542607470728e-36,9.7005055381223277e-36,2.3054166615601727e-21,9.9641701441689247e-32,8.2892027723186429e-39,8.6630466672254224e-43,2.5766365207425805e-72,3.8667799487322209e-52,2.5009478993493324e-50,1.6645052386714581e-94,3.6569061322873257e-101,1.4316400456915652e-103,6.3892953501611687e-103
8.57484560131852e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996528,0.022821567693054285,1.8106355738186793e-112,1.0320856518875541e-61,3.7719103628642652e-34,1.9349876673794554e-82,2.6862728759074394e-51,3.445403283956848e-124,7.5679834158395029e-19,1.0547192831102193e-100,7.5679834158394914e-19,2.9511125251227486e-68,7.9305907426800865e-68,3.1465121602697088e-105,3.6483725803505605e-106,2.0666722779874277e-49,1.0249814397578412e-80,4.1330823169507025e-17,1.2237322155153443e-18,4.8990104064629319e-21,1.1441155127249296e-35,4.2364656235769953e-35,4.8990104055920008e-21,4.3516145127771713e-31,7.3317053808104809e-38,7.6625151302364311e-42,9.7290747803554208e-71,3.4201230745733208e-51,2.2120601158790135e-49,1.241772553249154e-92,5.5413023917238306e-99,2.3007698360132649e-101,1.0268152291558116e-100
1.7654093885067543e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999982,0.11866996602996524,0.022821567693054285,5.1795867259947537e-110,1.7407766088724447e-60,1.5746983587091327e-33,1.3443338833337483e-80,2.2981630011111515e-50,9.5833632957350807e-122,1.5581142326728391e-18,7.4754767565245811e-99,1.5581142326728331e-18,5.0722084182150172e-67,1.3698123307152708e-66,4.3746947194414592e-103,5.0724470298568033e-104,1.7371625758535115e-48,3.5312164693324373e-79,8.5092871231337665e-17,2.5194486790021791e-18,1.0086197896581288e-20,4.7764570456216436e-35,1.7686410028354434e-34,1.0086197892945319e-20,1.8167130870172656e-30,6.1627391331589546e-37,6.441055416765197e-41,3.3755968177656137e-69,2.8748195217324234e-50,1.8593698497456104e-48,8.5656772479419688e-91,7.7042468221498076e-97,3.2895667011263343e-99,1.4681073845588508e-98
3.5812590452565587e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999971,0.11866996602996516,0.022821567693054285,1.4006889369192542e-107,2.8592415662401889e-59,6.4331568716667634e-33,8.9606069104449653e-79,1.9001656114341854e-49,2.5562854209811381e-119,3.1607460148506173e-18,5.0306531582229167e-97,3.1607460148505942e-18,8.4068134750269889e-66,2.2759636740306004e-65,5.8336736359063763e-101,6.7641292490493905e-102,1.424230834395342e-47,1.1718819994854426e-77,1.7261696735499801e-16,5.1108816059758468e-18,2.0460572879664741e-20,1.9513385547522869e-34,7.225475589805962e-34,2.0460572864810615e-20,7.4218632030183997e-30,5.0525842256740912e-36,5.2811759485769995e-40,1.1243004860636541e-67,2.3569507326697421e-49,1.5244237998079359e-47,5.688508920401899e-89,1.0273645237480155e-94,4.4470004331731346e-97,1.9846608291351577e-96
7.212958358756168e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.022821567693054282,3.6851295020201297e-105,4.6349624495672806e-58,2.6003850790327851e-32,5.8525057011054751e-77,1.5451831180657878e-48,6.6799863098192862e-117,6.3660095792061738e-18,3.3007955425107381e-95,6.3660095792060813e-18,1.3688316419895644e-64,3.7103952098641806e-64,7.6215697391514311e-99,8.8371900817960409e-100,1.1533790549963936e-46,3.818406878840739e-76,3.4766515960231483e-16,1.0293747459923178e-17,4.1209322857218592e-20,7.8876224277538238e-34,2.9206527587134057e-33,4.1209322797175836e-20,3.0000337215141584e-29,4.0917110261743128e-35,4.2774965761168351e-39,3.6704642397766581e-66,1.9087198105380805e-48,1.2345180113411211e-46,3.7081006880583319e-87,1.3422297601133636e-92,5.849292173875593e-95,2.6104924511152973e-94
1.4476356985755386e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999921,0.11866996602996462,0.022821567693054278,9.5654803701676095e-103,7.4644710802587613e-57,1.0456035756098195e-31,3.7846012409061643e-75,1.2462461628215581e-47,1.7280828024988846e-114,1.2776536707917292e-17,2.1388663886971201e-93,1.2776536707916922e-17,2.2092997888767819e-63,5.992298167221265e-63,9.8579476495326658e-97,1.1430264391046082e-97,9.2833980456757206e-46,1.2329404427567051e-74,6.9776154409693308e-16,2.0659479167817825e-17,8.2706822857874249e-20,3.1715782849667479e-33,1.1743816286995393e-32,8.2706822616444799e-20,1.206298715763939e-28,3.2933606955099154e-34,3.4439692565739835e-38,1.1865927103541972e-64,1.5363037570197268e-47,9.936476489361468e-46,2.3949917900241065e-85,1.7360768398681323e-90,7.5911024102767444e-93,3.387848472348912e-92
2.9003154239753823e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999849,0.11866996602996391,0.022821567693054268,2.4668699489556288e-100,1.1982134762778669e-55,4.193339377339717e-31,2.4358091289983891e-73,1.0010526917501176e-46,4.4490977969233306e-112,2.5597590965339553e-17,1.3773700800162774e-91,2.5597590965338071e-17,3.5502854504463657e-62,9.6324442673313716e-62,1.2689830427860313e-94,1.4713825029101457e-95,7.4493422739813065e-45,3.9631768819058499e-73,1.3979543130861079e-15,4.1390942583607037e-17,1.6570182304137816e-19,1.2719447428054023e-32,4.70979558545172e-32,1.6570182207313674e-19,4.837784153832623e-28,2.642707633877424e-33,2.7652822407102094e-37,3.8182331941327846e-63,1.2327870097755e-46,7.9733990570276791e-45,1.5398086213980893e-83,2.2347978997945923e-88,9.7882128128917343e-91,4.3684013326253979e-90
