Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),H2OX(23),COX(50),CO2X(24),CHOX(53)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.305033530381265e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,-7.3603877015361563e-120,1.3112020115369934e-65,2.9700081068353381e-36,2.5573166443868437e-88,1.7977038144021227e-54,8.6970342216586551e-132,5.5646936881172801e-20,-6.5461683156833329e-106,5.5646936881172801e-20,2.5950091540525354e-72,6.8523963873477515e-73,5.7375654995875216e-112,6.652692117654738e-113,2.2754816990543779e-53,1.2181790328137617e-85,3.0390311154049371e-18,8.9980309964363556e-20,3.6022135338777424e-22,9.0087835646964769e-38,3.3357997036290013e-37,3.6022135338091654e-22,3.4264686267661228e-33,7.111533343491494e-41,7.4321589998000104e-45,9.3818164084439852e-76,2.1456313331130594e-52,2.0222922204920449e-98,3.3174158790058546e-54,1.0104389815282176e-105,-3.0147182238955434e-107,-6.7550349485538161e-108
1.7654093885067544e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,1.333448209866743e-117,2.9331329694697987e-64,1.7938849008629564e-35,2.8259183915392954e-86,2.7166900233412778e-53,3.1381558937282771e-129,1.5581142326728387e-19,1.2637475226427962e-104,1.558114232672838e-19,7.3183410653042915e-71,2.1545030746455491e-71,1.1469730642946442e-109,1.3299122536439469e-110,2.7014518728944793e-52,6.3056455511561839e-84,8.5092871231338226e-18,2.5194486790021794e-19,1.0086197894968881e-21,5.4413052725864209e-37,2.0148230209898635e-36,1.0086197894554674e-21,2.0695870090689389e-32,8.4428122264075989e-40,8.8234985636152706e-44,5.7074418305205862e-74,2.5472935243081959e-51,1.904456986297318e-96,3.938436131217028e-53,2.0199269097789857e-103,3.0509867125925185e-105,6.8363012153305809e-106
4.03522145944401e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996531,0.022821567693054285,5.6291059978834195e-115,5.795399917816689e-63,8.6367836396933467e-35,2.5567025713129335e-84,2.9224911587694435e-52,1.1362620564372392e-126,3.5614039603950598e-19,1.3343839255800227e-102,3.5614039603950569e-19,1.5918990353287379e-69,4.8065778403671726e-70,2.0764973287369684e-107,2.4076931953432316e-108,2.6523014677268586e-51,2.7532916275119132e-82,1.9449799138591578e-17,5.7587398377192674e-19,2.3054166617595956e-21,2.6197542598783561e-36,9.7005055381223277e-36,2.3054166615601727e-21,9.9641701441689247e-32,8.2892027723186429e-39,8.6630466672254224e-43,2.5766365207425695e-72,2.5009478993493324e-50,1.6645052386714581e-94,3.8667799475191754e-52,3.6569061322873092e-101,6.3892953500927682e-103,1.4316400456915595e-103
8.57484560131852e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996528,0.022821567693054285,1.8106355737799433e-112,1.0312623662165116e-61,3.7719103628642652e-34,1.9349876673794384e-82,2.6862728759074394e-51,3.4454032839568182e-124,7.5679834158395029e-19,1.0547192831102193e-100,7.5679834158394914e-19,2.9511125251227486e-68,9.0021883371191947e-69,3.1465121602696817e-105,3.6483725803505295e-106,2.3459306110061582e-50,1.0249814397578412e-80,4.1330823169507025e-17,1.2237322155153443e-18,4.8990104064629319e-21,1.1441155119565599e-35,4.2364656235769953e-35,4.8990104055920008e-21,4.3516145127771713e-31,7.3317053808104809e-38,7.6625151302364311e-42,9.7290747803553372e-71,2.2120601158790135e-49,1.241772553249154e-92,3.4201230724147729e-51,5.5413023917237818e-99,1.0268152291338099e-100,2.3007698360132484e-101
1.7654093885067543e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999982,0.11866996602996524,0.022821567693054285,5.1795867257730866e-110,1.7393762711235124e-60,1.5746983587091327e-33,1.3443338833337251e-80,2.2981630011111515e-50,9.5833632957349184e-122,1.5581142326728391e-18,7.4754767565245811e-99,1.5581142326728331e-18,5.0722084182150172e-67,1.5549041653512631e-67,4.3746947194413848e-103,5.0724470298567147e-104,1.9718960300609119e-49,3.5312164693324373e-79,8.5092871231337665e-17,2.5194486790021791e-18,1.0086197896581288e-20,4.7764570391630333e-35,1.7686410028354434e-34,1.0086197892945319e-20,1.8167130870172656e-30,6.1627391331589546e-37,6.441055416765197e-41,3.375596817765555e-69,1.8593698497456104e-48,8.5656772479419688e-91,2.8748195180917169e-50,7.7042468221496735e-97,1.4681073844959112e-98,3.2895667011262855e-99
3.5812590452565587e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999971,0.11866996602996516,0.022821567693054285,1.4006889367993536e-107,2.8569320052395566e-59,6.4331568716667634e-33,8.9606069104446536e-79,1.9001656114341854e-49,2.5562854209810495e-119,3.1607460148506173e-18,5.0306531582229167e-97,3.1607460148505942e-18,8.4068134750269889e-66,2.5834965220585414e-66,5.8336736359061733e-101,6.7641292490491549e-102,1.6166795000670921e-48,1.1718819994854426e-77,1.7261696735499801e-16,5.1108816059758468e-18,2.0460572879664741e-20,1.9513385494571269e-34,7.225475589805962e-34,2.0460572864810615e-20,7.4218632030183997e-30,5.0525842256740912e-36,5.2811759485769995e-40,1.1243004860636147e-67,1.5244237998079359e-47,5.688508920401899e-89,2.3569507266898711e-49,1.02736452374798e-94,1.9846608289649528e-96,4.4470004331730036e-97
7.212958358756168e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.022821567693054282,3.6851295013891954e-105,4.6312108955732263e-58,2.6003850790327851e-32,5.8525057011050709e-77,1.5451831180657878e-48,6.6799863098188269e-117,6.3660095792061738e-18,3.3007955425107381e-95,6.3660095792060813e-18,1.3688316419895644e-64,4.2117513580131327e-65,7.6215697391509081e-99,8.8371900817954308e-100,1.3092289706482264e-47,3.818406878840739e-76,3.4766515960231483e-16,1.0293747459923178e-17,4.1209322857218592e-20,7.8876223848722451e-34,2.9206527587134057e-33,4.1209322797175836e-20,3.0000337215141584e-29,4.0917110261743128e-35,4.2774965761168351e-39,3.6704642397764019e-66,1.2345180113411211e-46,3.7081006880583319e-87,1.9087198008444514e-48,1.342229760113271e-92,2.6104924506674994e-94,5.8492921738752537e-95
1.4476356985755386e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999921,0.11866996602996462,0.022821567693054278,9.5654803668920922e-103,7.458423146410053e-57,1.0456035756098195e-31,3.7846012409056395e-75,1.2462461628215581e-47,1.7280828024986466e-114,1.2776536707917292e-17,2.1388663886971201e-93,1.2776536707916922e-17,2.2092997888767819e-63,6.8019896487860537e-64,9.8579476495313082e-97,1.1430264391044503e-97,1.0537813698829482e-46,1.2329404427567051e-74,6.9776154409693308e-16,2.0659479167817825e-17,8.2706822857874249e-20,3.1715782504519196e-33,1.1743816286995393e-32,8.2706822616444799e-20,1.206298715763939e-28,3.2933606955099154e-34,3.4439692565739835e-38,1.1865927103540315e-64,9.936476489361468e-46,2.3949917900241065e-85,1.5363037414084351e-47,1.7360768398678925e-90,3.3878484711865646e-92,7.5911024102758571e-93
2.9003154239753823e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999849,0.11866996602996391,0.022821567693054268,2.4668699472661438e-100,1.1972421455727277e-55,4.193339377339717e-31,2.4358091289977145e-73,1.0010526917501176e-46,4.4490977969221054e-112,2.5597590965339553e-17,1.3773700800162774e-91,2.5597590965338071e-17,3.5502854504463657e-62,1.0933999557411893e-62,1.2689830427856811e-94,1.47138250290974e-95,8.4559317480345004e-46,3.9631768819058499e-73,1.3979543130861079e-15,4.1390942583607037e-17,1.6570182304137816e-19,1.2719447151094273e-32,4.70979558545172e-32,1.6570182207313674e-19,4.837784153832623e-28,2.642707633877424e-33,2.7652822407102094e-37,3.8182331941317191e-63,7.9733990570276791e-45,1.5398086213980893e-83,1.2327869847159192e-46,2.2347978997939762e-88,4.368401329627788e-90,9.7882128128894562e-91
